iter	Logloss
115	0.1377195779
116	0.1373371849
117	0.1369460902
118	0.1366429208
119	0.1363578036
120	0.1359653382
121	0.135548565
122	0.1351952529
123	0.1346975641
124	0.1341356654
125	0.133761244
126	0.1335341296
127	0.1331832272
128	0.1325700823
129	0.1321911735
130	0.1316102553
131	0.1312291479
132	0.1309495968
133	0.1307423581
134	0.1302896101
135	0.1299955002
136	0.1297631033
137	0.1292742475
138	0.1289080826
139	0.1285055412
140	0.128075835
141	0.1275866811
142	0.1271919622
143	0.1270260604
144	0.1267846758
145	0.1263703722
146	0.1259250196
147	0.1254970776
148	0.1251470968
149	0.124751083
150	0.124443831
151	0.1241880528
152	0.1238616272
153	0.1236331517
154	0.1233686724
155	0.123106433
156	0.122685984
157	0.1224715091
158	0.1218058749
159	0.1213671386
160	0.1210398227
161	0.1207085467
162	0.1202819369
163	0.1199966005
164	0.1196387787
165	0.1190470917
166	0.1188574306
167	0.1185045639
168	0.1183150752
169	0.1180677437
170	0.1177901269
171	0.1174237834
172	0.1169498744
173	0.1166272727
174	0.1160288389
175	0.1156102533
176	0.1153636188
177	0.1149053755
178	0.1145661867
179	0.1142285587
180	0.1139376142
181	0.1136541164
182	0.1133565969
183	0.1131144742
184	0.1128236488
185	0.1125811168
186	0.1123421238
187	0.1121270801
188	0.1116381454
189	0.1112602813
190	0.1109731204
191	0.1106197288
192	0.1102417898
193	0.1098309516
194	0.1094951229
195	0.1090881865
196	0.1088744961
197	0.1085963118
198	0.1082519581
199	0.1079680775
200	0.1074840002
201	0.1072450728
202	0.1069368829
203	0.106643808
204	0.1063475769
205	0.1061215183
206	0.1059555191
207	0.1056732886
208	0.1053568904
209	0.1050836834
210	0.1048530951
211	0.1045084912
212	0.1042935771
213	0.1041185835
214	0.1039113035
215	0.1036023179
216	0.1033092769
217	0.1029748615
218	0.102696573
219	0.1024047463
220	0.1021858329
221	0.1018629432
222	0.101580734
223	0.1013854569
224	0.1010794772
225	0.1008812969
226	0.1007288872
227	0.1004816127
228	0.1001864234
229	0.09992198281
230	0.09961131064
231	0.09938808768
232	0.0991188014
233	0.09875180196
234	0.09842950845
235	0.09815640852
236	0.09796204365
237	0.09774769466
238	0.0975424355
239	0.09731188543
240	0.09710465204
241	0.09684645829
242	0.0965429997
243	0.09637250815
244	0.09613594909
245	0.09595175007
246	0.09577611898
247	0.09554308957
248	0.09531004706
249	0.09515920507
250	0.09497963864
251	0.0945833726
252	0.09420564789
253	0.09397857941
254	0.09367933031
255	0.09351186008
256	0.0932374649
257	0.09311064854
258	0.09279349138
259	0.09249195613
260	0.09222989067
261	0.0920271886
262	0.09187242959
263	0.0915804377
264	0.0913971287
265	0.09095626164
266	0.09053716821
267	0.09033972861
268	0.09006479388
269	0.08975670204
270	0.08940611004
271	0.08918779972
272	0.08895773103
273	0.08880117874
274	0.08865879108
275	0.08836210887
276	0.08808537147
277	0.08787341757
278	0.08761145807
279	0.08728881085
280	0.08701725841
281	0.08679077441
282	0.08647092254
283	0.08604515516
284	0.08583985985
285	0.08549745447
286	0.08536382905
287	0.08509638308
288	0.0848925377
289	0.08482135283
290	0.08462913373
291	0.08447442209
292	0.08426188169
293	0.08408882704
294	0.08385889127
295	0.08361191505
296	0.08338978837
297	0.08318672564
298	0.08300312549
299	0.08283584472
300	0.08263405246
301	0.08251294616
302	0.08223424279
303	0.08207461811
304	0.08181134627
305	0.08157571723
306	0.08143989444
307	0.08119826676
308	0.08096495567
309	0.08077459602
310	0.08056826824
311	0.08043055032
312	0.08010540997
313	0.07993527185
314	0.0797115934
315	0.07941219479
316	0.07924221511
317	0.07907284921
318	0.07894781294
319	0.07879760873
320	0.07867299591
321	0.07842432355
322	0.07833022378
323	0.07825408205
324	0.07814180298
325	0.07791320077
326	0.07777187095
327	0.07758348072
328	0.07728243323
329	0.07705608255
330	0.07669787807
331	0.0765087487
332	0.07629381535
333	0.07600712817
334	0.07574084912
335	0.0754221975
336	0.07525408523
337	0.07516736806
338	0.07501930768
339	0.07489117672
340	0.07473851818
341	0.07460486596
342	0.07443971882
343	0.07429135099
344	0.07420995005
345	0.07403718433
346	0.07380529388
347	0.0735977036
348	0.07333926882
349	0.07317257431
350	0.07309437396
351	0.0728175897
352	0.0726221752
353	0.07247032989
354	0.07228150129
355	0.07210713024
356	0.07198540633
357	0.07179009674
358	0.0714985432
359	0.07137501484
360	0.07123199594
361	0.0711445976
362	0.07095244884
363	0.07086538679
364	0.07072250956
365	0.07060490537
366	0.07025193611
367	0.07008891526
368	0.06997570472
369	0.06978559139
370	0.06960021537
371	0.06944844437
372	0.06925482932
373	0.0691499002
374	0.06902058633
375	0.06893362064
376	0.06879929715
377	0.0684659405
378	0.06833755258
379	0.06817414948
380	0.06803697298
381	0.06785635159
382	0.06776061098
383	0.06762496365
384	0.06742958057
385	0.06726440081
386	0.06719787554
387	0.0671095978
388	0.06691418638
389	0.06682345483
390	0.06668592208
391	0.0666195776
392	0.06646766675
393	0.06632303773
394	0.06612390038
395	0.06602112028
396	0.06592288387
397	0.06570264969
398	0.06554719156
399	0.06538896028
400	0.06522095486
401	0.0649814106
402	0.0648799354
403	0.06475964909
404	0.06463175707
405	0.06447337692
406	0.06433231254
407	0.06427633372
408	0.06406187562
409	0.06393929689
410	0.06375871365
411	0.06361445602
412	0.06354269056
413	0.06335619323
414	0.06320420345
415	0.06306726137
416	0.06291092536
417	0.06269396761
418	0.0625745676
419	0.06240602388
420	0.06222268903
421	0.06202324664
422	0.06186453416
423	0.06170425887
424	0.06142146435
425	0.06130292872
426	0.0611927866
427	0.061143765
428	0.0609890278
429	0.06085445723
430	0.06072441749
431	0.06061322353
432	0.06052094877
433	0.06040164239
434	0.06015634723
435	0.05999346108
436	0.05980562732
437	0.0596399716
438	0.05951420759
439	0.05944261297
440	0.05923701351
441	0.05915918031
442	0.05895901968
443	0.05875047951
444	0.0586391092
445	0.05854752726
446	0.05839277517
447	0.05829161266
448	0.05816760102
449	0.05801862828
450	0.0579153692
451	0.05776281943
452	0.05764333887
453	0.057587191
454	0.05744973839
455	0.05734153046
456	0.05723005514
457	0.05719545773
458	0.0570544826
459	0.05685737869
460	0.05674493181
461	0.05664690093
462	0.05648584295
463	0.05634800717
464	0.05622994231
465	0.05615138444
466	0.05606200922
467	0.05589890282
468	0.05576650106
469	0.05561011494
470	0.05554340918
471	0.05544365208
472	0.05529476945
473	0.05520054905
474	0.05508073125
475	0.05495575334
476	0.054857409
477	0.05478564667
478	0.05461722317
479	0.05454557394
480	0.05445818502
481	0.05435969025
482	0.05425668201
483	0.0541211704
484	0.05401958861
485	0.05389989244
486	0.05376982916
487	0.05361731226
488	0.053542638
489	0.05349106224
490	0.05336697232
491	0.05322414277
492	0.05306869006
493	0.05297361279
494	0.05285337259
495	0.05267690246
496	0.05255387349
497	0.05246254439
498	0.05238026405
499	0.05229054853
500	0.05223127649
501	0.05212103333
502	0.0520166054
503	0.05191508527
504	0.05182761256
505	0.05165643506
506	0.05154305479
507	0.05150814333
508	0.05139497195
509	0.05115077924
510	0.0510731262
511	0.05100449246
512	0.05089389053
513	0.05078183058
514	0.05067030426
515	0.05054272194
516	0.05047164035
517	0.05034552091
518	0.05029328129
519	0.05018606566
520	0.05008221328
521	0.05000402216
522	0.04985608992
523	0.04967441756
524	0.0495807525
525	0.04951452066
526	0.04936315082
527	0.04924276078
528	0.04914014411
529	0.04903168873
530	0.04890039761
531	0.04883493907
532	0.04876170224
533	0.04860644818
534	0.04854303014
535	0.04844845914
536	0.04840611219
537	0.04827777476
538	0.04819523124
539	0.04805296264
540	0.04795234149
541	0.04786753703
542	0.0478252363
543	0.04777506816
544	0.04759705609
545	0.04743585799
546	0.04730532591
547	0.04722289146
548	0.04714758923
549	0.04701761828
550	0.0469452763
551	0.04688601279
552	0.04680949441
553	0.04671918198
554	0.0466707915
555	0.04650455079
556	0.0463537516
557	0.04630855698
558	0.04620449733
559	0.04611893053
560	0.04602363136
561	0.04594552496
562	0.04580535498
563	0.04571963378
564	0.04565700465
565	0.04559140263
566	0.04551330694
567	0.04539464163
568	0.04528464004
569	0.04518312641
570	0.04502143006
571	0.0449404018
572	0.04485827069
573	0.04475992964
574	0.04470762443
575	0.04464934106
576	0.04455904179
577	0.0445186833
578	0.04442031852
579	0.04430888025
580	0.04425873481
581	0.04415440382
582	0.04406657226
583	0.04396058378
584	0.04385561514
585	0.0437019613
586	0.04361385606
587	0.04350229161
588	0.04330023681
589	0.04324977139
590	0.0432026677
591	0.04312629591
592	0.04303125015
593	0.04294334504
594	0.04282767205
595	0.04272212118
596	0.04266141059
597	0.04255026052
598	0.0423799775
599	0.04228176448
600	0.04220874951
601	0.04209228718
602	0.04197445876
603	0.04193491719
604	0.0418798814
605	0.04177505163
606	0.04170156435
607	0.04163991715
608	0.0415231612
609	0.04148581004
610	0.0413880534
611	0.04129079878
612	0.04117969885
613	0.04108345258
614	0.041022958
615	0.04096458208
616	0.04086499363
617	0.04076768476
618	0.04068798021
619	0.04063141944
620	0.04055960388
621	0.04053148161
622	0.04041494446
623	0.0403391235
624	0.04025317692
625	0.04021261113
626	0.04012761714
627	0.0400281211
628	0.03995286827
629	0.03985492812
630	0.03978526548
631	0.03969534137
632	0.03961318012
633	0.03949368795
634	0.03934510424
635	0.03926888967
636	0.03915135768
637	0.03910107883
638	0.03906761804
639	0.03902653808
640	0.03893085092
641	0.03885287532
642	0.03879015345
643	0.03872015958
644	0.03866801113
645	0.03858717579
646	0.03849725286
647	0.03841054494
648	0.03834639138
649	0.03826629199
650	0.03820599885
651	0.0381598161
652	0.03808721384
653	0.03805550781
654	0.03797628344
655	0.03790894758
656	0.03784286184
657	0.03781573066
658	0.03772175195
659	0.03761077545
660	0.03753883051
661	0.0374715644
662	0.03743509229
663	0.03736834489
664	0.03732661694
665	0.03726834712
666	0.03718510315
667	0.03713936729
668	0.03711411947
669	0.03700660742
670	0.03692384321
671	0.03689468196
672	0.03681433985
673	0.03672415134
674	0.03667253445
675	0.03656481742
676	0.03648053259
677	0.03636711332
678	0.03631879439
679	0.03623282793
680	0.03616730253
681	0.03606438172
682	0.0360064691
683	0.0359449795
684	0.03590359483
685	0.03583874123
686	0.03575802522
687	0.03568502717
688	0.03562798746
689	0.03556063981
690	0.0355240558
691	0.03546812266
692	0.03540989125
693	0.03535782547
694	0.03530959012
695	0.03524293019
696	0.03517451385
697	0.03509412036
698	0.03506144383
699	0.03500561363
700	0.03497971252
701	0.03491626014
702	0.03483543954
703	0.03479807187
704	0.03473979501
705	0.0346537895
706	0.03462337756
707	0.03459023856
708	0.034524788
709	0.03449721032
710	0.03433431575
711	0.03428136471
712	0.03423433517
713	0.0341674645
714	0.03408722213
715	0.03401690013
716	0.03396582887
717	0.03390907278
718	0.0338473784
719	0.03378391297
720	0.03372314189
721	0.03367658113
722	0.03360321748
723	0.03356518365
724	0.03347783773
725	0.03345602567
726	0.0333822203
727	0.03329224172
728	0.03322295947
729	0.03316605425
730	0.03309923102
731	0.03301595516
732	0.03296242871
733	0.03292313322
734	0.0328893697
735	0.03285274698
736	0.03283081601
737	0.03277562847
738	0.03272253128
739	0.03267311951
740	0.03260593935
741	0.03255854639
742	0.03246607669
743	0.03240137526
744	0.03235049947
745	0.03230947461
746	0.03224311176
747	0.03216960055
748	0.03214007714
749	0.03209570369
750	0.03202355549
751	0.03195313569
752	0.03189812121
753	0.03183730071
754	0.03176952717
755	0.03170445634
756	0.03164943845
757	0.03161983334
758	0.03158402318
759	0.03151602192
760	0.03141773244
761	0.03136373498
762	0.03129996672
763	0.03124458715
764	0.03119316758
765	0.03112275509
766	0.03109018306
767	0.03105031126
768	0.03099270331
769	0.03092671918
770	0.03089220227
771	0.03084378931
772	0.03078837084
773	0.03070623651
774	0.03066888363
775	0.03064180226
776	0.03060561795
777	0.03053863826
778	0.03050038482
779	0.0304367034
780	0.03033983781
781	0.03031677009
782	0.03027505258
783	0.03020539238
784	0.03015893276
785	0.03008971776
786	0.03004282949
787	0.0299702919
788	0.02990898144
789	0.02984280988
790	0.02978381135
791	0.02975918359
792	0.02971892144
793	0.02964675598
794	0.02958695317
795	0.02954673742
796	0.02947933168
797	0.0294565427
798	0.02940216379
799	0.02934580284
800	0.02925165376
801	0.0291971582
802	0.02915189312
803	0.02910671911
804	0.02906554318
805	0.02901619073
806	0.02896515912
807	0.02892460593
808	0.02889269374
809	0.02881832412
810	0.02879085142
811	0.02877880194
812	0.02871766593
813	0.02864490336
814	0.0286063391
815	0.02856647663
816	0.02852802316
817	0.02845142238
818	0.02842060903
819	0.02838574289
820	0.02834231398
821	0.02828096941
822	0.02823397961
823	0.02820288209
824	0.02815090822
825	0.02806484614
826	0.02802736267
827	0.02796293333
828	0.02791271389
829	0.02786914099
830	0.02784487441
831	0.02778372833
832	0.0277185001
833	0.02768683336
834	0.02763278986
835	0.02759077963
836	0.02753373144
837	0.02747425591
838	0.02741478312
839	0.02737735835
840	0.02729253791
841	0.0272756499
842	0.02722021113
843	0.02719149788
844	0.02712885619
845	0.02709075345
846	0.02704462782
847	0.02697536499
848	0.0269267052
849	0.02686886721
850	0.02682891202
851	0.02680582551
852	0.02673062297
853	0.02664107382
854	0.02662161068
855	0.02657684687
856	0.02653299767
857	0.02651569348
858	0.02647667636
859	0.02644458778
860	0.02641294495
861	0.02636748875
862	0.02631637102
863	0.02626411194
864	0.02620681974
865	0.02617347478
866	0.02613266888
867	0.02609826759
868	0.02603644806
869	0.02598943648
870	0.02595195744
871	0.02590893734
872	0.02587447089
873	0.02584261081
874	0.02580973728
875	0.0257863514
876	0.02574187566
877	0.02568196632
878	0.02564666157
879	0.0256113557
880	0.02555360078
881	0.02550983883
882	0.02546541865
883	0.02544330493
884	0.02537239189
885	0.02532996524
886	0.02526834081
887	0.02521868594
888	0.02516850796
889	0.02514322057
890	0.0250876514
891	0.02500973179
892	0.02492168644
893	0.0248877584
894	0.02486033093
895	0.02480687294
896	0.02476449511
897	0.02472287019
898	0.02467120809
899	0.02461985146
900	0.02455201004
901	0.02450866394
902	0.02448447957
903	0.02443057038
904	0.0244119195
905	0.02439436348
906	0.02435918225
907	0.02429783694
908	0.02427178133
909	0.02423878275
910	0.02419876855
911	0.02414686853
912	0.02411708613
913	0.02409471376
914	0.02403386479
915	0.0240160071
916	0.02394740444
917	0.02387552198
918	0.02380964811
919	0.02377116761
920	0.02373012961
921	0.02368853742
922	0.02364332522
923	0.02361218942
924	0.02358178867
925	0.02352403347
926	0.02347641366
927	0.02343871431
928	0.02338854689
929	0.02334413297
930	0.02329194288
931	0.02327111868
932	0.02322289107
933	0.02320498407
934	0.02315557157
935	0.02311143531
936	0.0230618244
937	0.02299276106
938	0.02295586517
939	0.0229419395
940	0.02292058727
941	0.02286951491
942	0.02284189213
943	0.02279462357
944	0.02273475659
945	0.02270474868
946	0.02268832086
947	0.02266248008
948	0.02263187409
949	0.02259887156
950	0.02256003077
951	0.02252575236
952	0.02248775273
953	0.02247312417
954	0.02244115656
955	0.0223916833
956	0.0223682699
957	0.02233101504
958	0.02230074428
959	0.02228065072
960	0.02223917166
961	0.02221896741
962	0.02218191435
963	0.02215352568
964	0.02211851702
965	0.02207535863
966	0.02205171545
967	0.02201787694
968	0.02199856174
969	0.02193448962
970	0.02190654257
971	0.02186897564
972	0.02180496683
973	0.02177909114
974	0.02174501983
975	0.02170406902
976	0.02164413513
977	0.02163454761
978	0.02161162675
979	0.0215899798
980	0.02153777995
981	0.02149090877
982	0.02143771831
983	0.02141625626
984	0.02138553411
985	0.02136219135
986	0.02132430344
987	0.02128894941
988	0.02126972056
989	0.02120548472
990	0.02117680578
991	0.02113915436
992	0.02110908498
993	0.02108877453
994	0.02100700363
995	0.02098316019
996	0.02094955546
997	0.02093454069
998	0.02089997545
999	0.02087375099
